city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Patos,2510808,1,0.92932,2020-03-30,,,107605,FALSE,1,city,PB
Sousa,2516201,1,1.44001,2020-03-30,,0,69444,FALSE,4,city,PB
,25,17,0.42308,2020-03-30,,0,4018127,FALSE,19,state,PB
Belo Jardim,2601706,1,1.30823,2020-03-30,,,76439,FALSE,12,city,PE
Camaragibe,2603454,1,0.6336,2020-03-30,,,157828,FALSE,4,city,PE
Caruaru,2604106,1,0.27692,2020-03-30,,,361118,FALSE,8,city,PE
Fernando de Noronha,2605459,1,32.66906,2020-03-30,,,3061,FALSE,4,city,PE
Goiana,2606200,1,1.25379,2020-03-30,1,1,79758,FALSE,4,city,PE
Importados/Indefinidos,,5,,2020-03-30,0.2,1,,FALSE,14,city,PE
Jaboatão dos Guararapes,2607901,6,0.85434,2020-03-30,,,702298,FALSE,12,city,PE
Olinda,2609600,5,1.27394,2020-03-30,,,392482,FALSE,9,city,PE
Palmares,2610004,1,1.58103,2020-03-30,,,63250,FALSE,1,city,PE
Petrolina,2611101,2,0.57283,2020-03-30,,,349145,FALSE,8,city,PE
Recife,2611606,52,3.1597,2020-03-30,0.0769,4,1645727,FALSE,16,city,PE
São Lourenço da Mata,2613701,1,0.88316,2020-03-30,,,113230,FALSE,3,city,PE
,26,77,0.80569,2020-03-30,0.0779,6,9557071,FALSE,19,state,PE
Parnaíba,2207702,1,0.65326,2020-03-30,1,1,153078,FALSE,2,city,PI
São José do Divino,2210052,1,18.70557,2020-03-30,1,1,5346,FALSE,3,city,PI
Teresina,2211001,16,1.85004,2020-03-30,0.125,2,864845,FALSE,10,city,PI
,22,18,0.54992,2020-03-30,0.2222,4,3273227,FALSE,10,state,PI
Almirante Tamandaré,4100400,2,1.68601,2020-03-30,,0,118623,FALSE,1,city,PR
Campo Largo,4104204,3,2.27269,2020-03-30,,0,132002,FALSE,14,city,PR
Campo Mourão,4104303,2,2.10839,2020-03-30,,0,94859,FALSE,6,city,PR
Cascavel,4104808,8,2.43565,2020-03-30,0.125,1,328454,FALSE,8,city,PR
Castro,4104907,1,1.39891,2020-03-30,,0,71484,FALSE,2,city,PR
Cianorte,4105508,7,8.47252,2020-03-30,,0,82620,FALSE,17,city,PR
Colombo,4105805,0,,2020-03-30,,0,243726,FALSE,9,city,PR
Contenda,4106209,1,5.38097,2020-03-30,,0,18584,FALSE,2,city,PR
Curitiba,4106902,77,3.98323,2020-03-30,,0,1933105,FALSE,17,city,PR
Faxinal,4107603,1,5.79677,2020-03-30,,0,17251,FALSE,6,city,PR
Foz do Iguaçu,4108304,10,3.86799,2020-03-30,,0,258532,FALSE,13,city,PR
Guaíra,4108809,2,6.03883,2020-03-30,,0,33119,FALSE,11,city,PR
Guarapuava,4109401,1,0.55095,2020-03-30,,0,181504,FALSE,4,city,PR
Importados/Indefinidos,,5,,2020-03-30,,0,,FALSE,9,city,PR
Iretama,4110805,1,9.83381,2020-03-30,,0,10169,FALSE,4,city,PR
Londrina,4113700,7,1.22865,2020-03-30,,0,569733,FALSE,14,city,PR
Marechal Cândido Rondon,4114609,1,1.88879,2020-03-30,,0,52944,FALSE,2,city,PR
Maringá,4115200,8,1.88828,2020-03-30,0.25,2,423666,FALSE,13,city,PR
Mariópolis,4115309,1,15.12859,2020-03-30,,0,6610,FALSE,3,city,PR
Matinhos,4115705,1,2.88018,2020-03-30,,0,34720,FALSE,1,city,PR
Medianeira,4115804,1,2.1646,2020-03-30,,0,46198,FALSE,2,city,PR
Paranavaí,4118402,2,2.26311,2020-03-30,,0,88374,FALSE,7,city,PR
Pato Branco,4118501,2,2.4131,2020-03-30,,0,82881,FALSE,10,city,PR
Peabiru,4118808,1,7.1449,2020-03-30,,0,13996,FALSE,2,city,PR
Pinhais,4119152,3,2.27003,2020-03-30,,0,132157,FALSE,10,city,PR
Ponta Grossa,4119905,3,0.85291,2020-03-30,,0,351736,FALSE,10,city,PR
Quatiguá,4120705,1,13.42462,2020-03-30,,0,7449,FALSE,3,city,PR
Rio Branco do Sul,4122206,1,3.08671,2020-03-30,,0,32397,FALSE,1,city,PR
Rio Negro,4122305,1,2.92654,2020-03-30,,0,34170,FALSE,4,city,PR
São José dos Pinhais,4125506,1,0.30927,2020-03-30,,0,323340,FALSE,2,city,PR
Telêmaco Borba,4127106,1,1.26624,2020-03-30,,0,78974,FALSE,7,city,PR
Terra Rica,4127304,1,5.95628,2020-03-30,,0,16789,FALSE,2,city,PR
Umuarama,4128104,2,1.79281,2020-03-30,,0,111557,FALSE,10,city,PR
União da Vitória,4128203,1,1.73862,2020-03-30,,0,57517,FALSE,4,city,PR
,41,160,1.39934,2020-03-30,0.0187,3,11433957,FALSE,17,state,PR
Angra dos Reis,3300100,1,0.49071,2020-03-30,,0,203785,FALSE,1,city,RJ
Barra Mansa,3300407,1,0.54226,2020-03-30,,0,184412,FALSE,18,city,RJ
Belford Roxo,3300456,2,0.39146,2020-03-30,,0,510906,FALSE,5,city,RJ
Campos dos Goytacazes,3301009,1,0.19703,2020-03-30,,0,507548,FALSE,7,city,RJ
Duque de Caxias,3301702,5,0.54372,2020-03-30,,0,919596,FALSE,7,city,RJ
Guapimirim,3301850,1,1.65243,2020-03-30,,0,60517,FALSE,12,city,RJ
Importados/Indefinidos,,0,,2020-03-30,,0,,FALSE,10,city,RJ
Itaboraí,3301900,3,1.24692,2020-03-30,,0,240592,FALSE,4,city,RJ
Mangaratiba,3302601,1,2.24881,2020-03-30,,0,44468,FALSE,3,city,RJ
Maricá,3302700,1,0.62032,2020-03-30,,0,161207,FALSE,2,city,RJ
Miguel Pereira,3302908,1,3.91573,2020-03-30,1,1,25538,FALSE,11,city,RJ
Niterói,3303302,47,9.15138,2020-03-30,0.0213,1,513584,FALSE,15,city,RJ
Nova Iguaçu,3303500,7,0.85249,2020-03-30,,0,821128,FALSE,3,city,RJ
Petrópolis,3303906,4,1.30637,2020-03-30,0.25,1,306191,FALSE,10,city,RJ
Queimados,3304144,1,0.66525,2020-03-30,,0,150319,FALSE,1,city,RJ
Resende,3304201,2,1.52275,2020-03-30,,0,131341,FALSE,6,city,RJ
Rio Bonito,3304300,2,3.3222,2020-03-30,0.5,1,60201,FALSE,1,city,RJ
Rio das Ostras,3304524,2,1.32737,2020-03-30,,0,150674,FALSE,2,city,RJ
Rio de Janeiro,3304557,553,8.23051,2020-03-30,0.0235,13,6718903,FALSE,17,city,RJ
São Gonçalo,3304904,7,0.64526,2020-03-30,,0,1084839,FALSE,8,city,RJ
São João de Meriti,3305109,1,0.21168,2020-03-30,,0,472406,FALSE,1,city,RJ
Seropédica,3305554,1,1.21489,2020-03-30,,0,82312,FALSE,2,city,RJ
Teresópolis,3305802,1,0.54766,2020-03-30,,0,182594,FALSE,1,city,RJ
Valença,3306107,1,1.3068,2020-03-30,,0,76523,FALSE,6,city,RJ
Volta Redonda,3306305,11,4.02913,2020-03-30,0.0909,1,273012,FALSE,7,city,RJ
,33,657,3.8054,2020-03-30,0.0274,18,17264943,FALSE,18,state,RJ
Açu,2400208,1,1.72363,2020-03-30,,0,58017,FALSE,2,city,RN
Apodi,2401008,1,2.78979,2020-03-30,,0,35845,FALSE,1,city,RN
Caicó,2402006,2,2.94325,2020-03-30,,0,67952,FALSE,2,city,RN
Carnaubais,2402501,1,9.29454,2020-03-30,,0,10759,FALSE,1,city,RN
Importados/Indefinidos,,2,,2020-03-30,,0,,FALSE,2,city,RN
Luís Gomes,2407005,1,9.88533,2020-03-30,,0,10116,FALSE,1,city,RN
Macaíba,2407104,1,1.23775,2020-03-30,,0,80792,FALSE,2,city,RN
Monte Alegre,2407807,1,4.45414,2020-03-30,,0,22451,FALSE,2,city,RN
Mossoró,2408003,16,5.38036,2020-03-30,0.0625,1,297378,FALSE,8,city,RN
Natal,2408102,36,4.07184,2020-03-30,,0,884122,FALSE,13,city,RN
Parnamirim,2403251,10,3.82455,2020-03-30,,0,261469,FALSE,9,city,RN
Passa e Fica,2409100,1,7.53182,2020-03-30,,0,13277,FALSE,2,city,RN
São Gonçalo do Amarante,2412005,2,1.95312,2020-03-30,,0,102400,FALSE,2,city,RN
São José de Mipibu,2412203,1,2.27796,2020-03-30,,0,43899,FALSE,2,city,RN
Tibau,2411056,1,24.3546,2020-03-30,,0,4106,FALSE,2,city,RN
,24,77,2.1957,2020-03-30,0.013,1,3506853,FALSE,13,state,RN
Jaru,1100114,1,1.93143,2020-03-30,,0,51775,FALSE,1,city,RO
Ji-Paraná,1100122,1,0.77538,2020-03-30,,0,128969,FALSE,10,city,RO
Porto Velho,1100205,6,1.13305,2020-03-30,0.1667,1,529544,FALSE,9,city,RO
,11,8,0.45014,2020-03-30,0.125,1,1777225,FALSE,10,state,RO
Boa Vista,1400100,13,3.25641,2020-03-30,,0,399213,FALSE,10,city,RR
Bonfim,1400159,3,24.176,2020-03-30,,0,12409,FALSE,7,city,RR
,14,16,2.64131,2020-03-30,,0,605761,FALSE,10,state,RR
Alvorada,4300604,2,0.951,2020-03-30,,0,210305,FALSE,12,city,RS
Anta Gorda,4300703,2,33.43922,2020-03-30,,0,5981,FALSE,7,city,RS
Bagé,4301602,15,12.38206,2020-03-30,,0,121143,FALSE,12,city,RS
Bento Gonçalves,4302105,2,1.66038,2020-03-30,,0,120454,FALSE,11,city,RS
Cachoeira do Sul,4303004,1,1.21653,2020-03-30,,0,82201,FALSE,4,city,RS
Camaquã,4303509,0,,2020-03-30,,0,66261,TRUE,7,city,RS
Campo Bom,4303905,2,2.99796,2020-03-30,,0,66712,FALSE,18,city,RS
Canguçu,4304507,1,1.78428,2020-03-30,,0,56045,FALSE,3,city,RS
Canoas,4304606,8,2.30803,2020-03-30,,0,346616,FALSE,10,city,RS
Capão da Canoa,4304630,2,3.7701,2020-03-30,,0,53049,FALSE,8,city,RS
Carlos Barbosa,4304804,1,3.35199,2020-03-30,,0,29833,FALSE,10,city,RS
Caxias do Sul,4305108,13,2.5445,2020-03-30,,0,510906,FALSE,16,city,RS
Cerro Grande do Sul,4305173,1,8.1706,2020-03-30,,0,12239,FALSE,6,city,RS
Charqueadas,4305355,1,2.45164,2020-03-30,,0,40789,FALSE,10,city,RS
Cruzeiro do Sul,4306205,1,8.09848,2020-03-30,,0,12348,FALSE,8,city,RS
Dois Irmãos,4306403,1,3.06082,2020-03-30,,0,32671,FALSE,10,city,RS
Dom Pedrito,4306601,1,2.60004,2020-03-30,,0,38461,FALSE,6,city,RS
Eldorado do Sul,4306767,1,2.42219,2020-03-30,,0,41285,FALSE,10,city,RS
Erechim,4307005,3,2.83388,2020-03-30,,0,105862,FALSE,12,city,RS
Estância Velha,4307609,2,3.99824,2020-03-30,,0,50022,FALSE,9,city,RS
Estrela,4307807,1,2.93118,2020-03-30,,0,34116,FALSE,10,city,RS
Farroupilha,4307906,1,1.38253,2020-03-30,,0,72331,FALSE,12,city,RS
Garibaldi,4308607,1,2.85144,2020-03-30,,0,35070,FALSE,7,city,RS
Gravataí,4309209,1,0.35522,2020-03-30,,0,281519,FALSE,6,city,RS
Ivoti,4310801,3,12.34924,2020-03-30,0.3333,1,24293,FALSE,11,city,RS
Lajeado,4311403,5,5.95139,2020-03-30,,0,84014,FALSE,10,city,RS
Marau,4311809,1,2.26444,2020-03-30,,0,44161,FALSE,5,city,RS
Nova Palma,4313102,1,15.35627,2020-03-30,,0,6512,FALSE,5,city,RS
Novo Hamburgo,4313409,2,0.81054,2020-03-30,0.5,1,246748,FALSE,2,city,RS
Osório,4313508,1,2.1742,2020-03-30,,0,45994,FALSE,8,city,RS
Paraí,4314001,1,13.05995,2020-03-30,,0,7657,FALSE,7,city,RS
Passo Fundo,4314100,1,0.49194,2020-03-30,,0,203275,FALSE,5,city,RS
Pelotas,4314407,2,0.5841,2020-03-30,,0,342405,FALSE,6,city,RS
Piratini,4314605,1,4.83957,2020-03-30,,0,20663,FALSE,5,city,RS
Porto Alegre,4314902,143,9.63761,2020-03-30,0.014,2,1483771,FALSE,17,city,RS
Rio Grande,4315602,2,0.94784,2020-03-30,,0,211005,FALSE,8,city,RS
Rolante,4316006,1,4.68406,2020-03-30,,0,21349,FALSE,5,city,RS
Santa Maria,4316907,2,0.70891,2020-03-30,,0,282123,FALSE,9,city,RS
Sant'Ana do Livramento,4317103,4,5.19298,2020-03-30,,0,77027,FALSE,11,city,RS
Santa Rosa,4317202,1,1.36511,2020-03-30,,0,73254,FALSE,4,city,RS
Santiago,4317400,1,2.02327,2020-03-30,,0,49425,FALSE,8,city,RS
Santo Antônio da Patrulha,4317608,1,2.33133,2020-03-30,,0,42894,FALSE,9,city,RS
São Leopoldo,4318705,3,1.2667,2020-03-30,,0,236835,FALSE,10,city,RS
Sapiranga,4319901,1,1.22348,2020-03-30,,0,81734,FALSE,13,city,RS
Serafina Corrêa,4320404,3,17.1409,2020-03-30,,0,17502,FALSE,10,city,RS
Taquara,4321204,1,1.74016,2020-03-30,,0,57466,FALSE,12,city,RS
Taquari,4321303,1,3.72273,2020-03-30,,0,26862,FALSE,1,city,RS
Torres,4321501,7,18.07291,2020-03-30,,0,38732,FALSE,10,city,RS
Viamão,4323002,1,0.39181,2020-03-30,,0,255224,FALSE,8,city,RS
,43,254,2.23253,2020-03-30,0.0157,4,11377239,FALSE,18,state,RS
Antônio Carlos,4201208,1,11.74674,2020-03-30,,0,8513,FALSE,4,city,SC
Balneário Arroio do Silva,4201950,1,7.65052,2020-03-30,,0,13071,FALSE,6,city,SC
Balneário Camboriú,4202008,9,6.32489,2020-03-30,,0,142295,FALSE,13,city,SC
Blumenau,4202404,14,3.91938,2020-03-30,,0,357199,FALSE,9,city,SC
Braço do Norte,4202800,12,35.87444,2020-03-30,,0,33450,FALSE,16,city,SC
Brusque,4202909,2,1.48453,2020-03-30,,0,134723,FALSE,3,city,SC
Camboriú,4203204,7,8.43485,2020-03-30,,0,82989,FALSE,6,city,SC
Canelinha,4203709,1,8.16993,2020-03-30,,0,12240,FALSE,6,city,SC
Chapecó,4204202,5,2.26894,2020-03-30,,0,220367,FALSE,11,city,SC
Criciúma,4204608,15,6.97071,2020-03-30,,0,215186,FALSE,11,city,SC
Florianópolis,4205407,50,9.98058,2020-03-30,,0,500973,FALSE,19,city,SC
Gaspar,4205902,2,2.87195,2020-03-30,,0,69639,FALSE,8,city,SC
Gravatal,4206207,3,26.08469,2020-03-30,,0,11501,FALSE,10,city,SC
Içara,4207007,1,1.77239,2020-03-30,,0,56421,FALSE,8,city,SC
Imbituba,4207304,5,11.14753,2020-03-30,,0,44853,FALSE,11,city,SC
Importados/Indefinidos,,8,,2020-03-30,,0,,FALSE,6,city,SC
Indaial,4207502,1,1.4404,2020-03-30,,0,69425,FALSE,2,city,SC
Itajaí,4208203,18,8.19911,2020-03-30,,0,219536,FALSE,10,city,SC
Itapema,4208302,2,3.06222,2020-03-30,,0,65312,FALSE,5,city,SC
Jaguaruna,4208807,2,9.98801,2020-03-30,,0,20024,FALSE,10,city,SC
Jaraguá do Sul,4208906,3,1.68827,2020-03-30,,0,177697,FALSE,11,city,SC
Joinville,4209102,14,2.37101,2020-03-30,0.0714,1,590466,FALSE,18,city,SC
Lages,4209300,1,0.63474,2020-03-30,,0,157544,FALSE,9,city,SC
Laguna,4209409,1,2.18274,2020-03-30,,0,45814,FALSE,7,city,SC
Navegantes,4211306,3,3.68211,2020-03-30,,0,81475,FALSE,11,city,SC
Papanduva,4212205,2,10.35197,2020-03-30,,0,19320,FALSE,3,city,SC
Pescaria Brava,4212650,1,9.90982,2020-03-30,,0,10091,FALSE,1,city,SC
Pomerode,4213203,1,2.9898,2020-03-30,,0,33447,FALSE,11,city,SC
Porto Belo,4213500,4,18.70208,2020-03-30,,0,21388,FALSE,8,city,SC
Rancho Queimado,4214300,2,69.4927,2020-03-30,,0,2878,FALSE,17,city,SC
São Francisco do Sul,4216206,1,1.89678,2020-03-30,,0,52721,FALSE,3,city,SC
São José,4216602,10,4.05538,2020-03-30,0.1,1,246586,FALSE,12,city,SC
São Lourenço do Oeste,4216909,1,4.15351,2020-03-30,,0,24076,FALSE,4,city,SC
São Ludgero,4217006,1,7.45712,2020-03-30,,0,13410,FALSE,6,city,SC
São Pedro de Alcântara,4217253,1,17.17328,2020-03-30,,0,5823,FALSE,6,city,SC
Siderópolis,4217600,2,14.27857,2020-03-30,,0,14007,FALSE,5,city,SC
Tijucas,4218004,1,2.60369,2020-03-30,,0,38407,FALSE,7,city,SC
Timbé do Sul,4218103,1,18.69858,2020-03-30,,0,5348,FALSE,5,city,SC
Tubarão,4218707,9,8.51579,2020-03-30,,0,105686,FALSE,13,city,SC
Urussanga,4219002,1,4.7019,2020-03-30,,0,21268,FALSE,3,city,SC
,42,219,3.05662,2020-03-30,0.0091,2,7164788,FALSE,19,state,SC
Aracaju,2800308,15,2.28306,2020-03-30,,0,657013,FALSE,9,city,SE
Nossa Senhora da Glória,2804508,1,2.70827,2020-03-30,,0,36924,FALSE,5,city,SE
Propriá,2805703,2,6.75083,2020-03-30,,0,29626,FALSE,6,city,SE
,28,18,0.78305,2020-03-30,,0,2298696,FALSE,9,state,SE
Arujá,3503901,1,1.11329,2020-03-30,,0,89824,FALSE,3,city,SP
Barueri,3505708,6,2.18833,2020-03-30,,0,274182,FALSE,7,city,SP
Brodowski,3507803,1,4.00978,2020-03-30,,0,24939,FALSE,1,city,SP
Caieiras,3509007,3,2.95654,2020-03-30,,0,101470,FALSE,4,city,SP
Cajamar,3509205,1,1.30207,2020-03-30,,0,76801,FALSE,1,city,SP
Campinas,3509502,11,0.91357,2020-03-30,,0,1204073,FALSE,7,city,SP
Carapicuíba,3510609,3,0.74827,2020-03-30,,0,400927,FALSE,9,city,SP
Cotia,3513009,6,2.40761,2020-03-30,,0,249210,FALSE,7,city,SP
Diadema,3513801,2,0.47183,2020-03-30,,0,423884,FALSE,2,city,SP
Embu das Artes,3515004,3,1.09599,2020-03-30,0.3333,1,273726,FALSE,4,city,SP
Ferraz de Vasconcelos,3515707,3,1.54419,2020-03-30,,0,194276,FALSE,11,city,SP
Guarulhos,3518800,14,1.01509,2020-03-30,0.1429,2,1379182,FALSE,8,city,SP
Hortolândia,3519071,1,0.43318,2020-03-30,,0,230851,FALSE,5,city,SP
Importados/Indefinidos,,47,,2020-03-30,0.0213,1,,FALSE,6,city,SP
Iracemápolis,3521408,1,4.12626,2020-03-30,,0,24235,FALSE,4,city,SP
Itapevi,3522505,1,0.4207,2020-03-30,,0,237700,FALSE,1,city,SP
Itupeva,3524006,1,1.6326,2020-03-30,,0,61252,FALSE,1,city,SP
Jaguariúna,3524709,1,1.73949,2020-03-30,,0,57488,FALSE,7,city,SP
Jandira,3525003,1,0.8004,2020-03-30,,0,124937,FALSE,1,city,SP
Jundiaí,3525904,3,0.71606,2020-03-30,,0,418962,FALSE,4,city,SP
Louveira,3527306,1,2.04562,2020-03-30,,0,48885,FALSE,3,city,SP
Mairiporã,3528502,2,1.99643,2020-03-30,,0,100179,FALSE,3,city,SP
Mauá,3529401,2,0.42291,2020-03-30,,0,472912,FALSE,9,city,SP
Mogi das Cruzes,3530607,9,2.01865,2020-03-30,,0,445842,FALSE,5,city,SP
Osasco,3534401,15,2.14771,2020-03-30,0.0667,1,698418,FALSE,6,city,SP
Paulínia,3536505,1,0.91388,2020-03-30,,0,109424,FALSE,1,city,SP
Penápolis,3537305,1,1.57711,2020-03-30,,0,63407,FALSE,1,city,SP
Piracicaba,3538709,3,0.74231,2020-03-30,,0,404142,FALSE,1,city,SP
Poá,3539806,1,0.85141,2020-03-30,,0,117452,FALSE,4,city,SP
Porto Feliz,3540606,1,1.88331,2020-03-30,,0,53098,FALSE,1,city,SP
Ribeirão Pires,3543303,1,0.81042,2020-03-30,,0,123393,FALSE,4,city,SP
Ribeirão Preto,3543402,5,0.71094,2020-03-30,0.2,1,703293,FALSE,3,city,SP
Rio Claro,3543907,1,0.48444,2020-03-30,,0,206424,FALSE,4,city,SP
Santana de Parnaíba,3547304,7,5.01983,2020-03-30,,0,139447,FALSE,16,city,SP
Santo André,3547809,40,5.56504,2020-03-30,,0,718773,FALSE,9,city,SP
Santos,3548500,1,0.23078,2020-03-30,,0,433311,FALSE,1,city,SP
São Bernardo do Campo,3548708,33,3.93355,2020-03-30,0.0303,1,838936,FALSE,9,city,SP
São Caetano do Sul,3548807,27,16.75697,2020-03-30,,0,161127,FALSE,9,city,SP
São José do Rio Preto,3549805,3,0.65122,2020-03-30,,0,460671,FALSE,7,city,SP
São José dos Campos,3549904,5,0.69257,2020-03-30,,0,721944,FALSE,6,city,SP
São Paulo,3550308,1233,10.06364,2020-03-30,0.0835,103,12252023,FALSE,25,city,SP
São Pedro,3550407,1,2.80481,2020-03-30,,0,35653,FALSE,1,city,SP
São Sebastião,3550704,2,2.2477,2020-03-30,,0,88980,FALSE,4,city,SP
Sorocaba,3552205,3,0.44158,2020-03-30,0.3333,1,679378,FALSE,2,city,SP
Suzano,3552502,1,0.33598,2020-03-30,,0,297637,FALSE,6,city,SP
Taboão da Serra,3552809,3,1.03568,2020-03-30,0.3333,1,289664,FALSE,4,city,SP
Tatuí,3554003,1,0.82125,2020-03-30,,0,121766,FALSE,3,city,SP
Taubaté,3554102,1,0.31754,2020-03-30,,0,314924,FALSE,6,city,SP
Valinhos,3556206,1,0.77404,2020-03-30,,0,129193,FALSE,4,city,SP
Vargem Grande Paulista,3556453,2,3.8025,2020-03-30,0.5,1,52597,FALSE,5,city,SP
,35,1517,3.30364,2020-03-30,0.0745,113,45919049,FALSE,32,state,SP
Araguaína,1702109,2,1.10822,2020-03-30,,0,180470,FALSE,4,city,TO
Palmas,1721000,9,3.00876,2020-03-30,,0,299127,FALSE,12,city,TO
,17,11,0.69936,2020-03-30,,0,1572866,FALSE,11,state,TO
Acrelândia,1200013,2,13.1096,2020-03-29,,0,15256,FALSE,1,city,AC
Porto Acre,1200807,1,5.40424,2020-03-29,,0,18504,FALSE,1,city,AC
Rio Branco,1200401,31,7.61074,2020-03-29,,0,407319,FALSE,13,city,AC
,12,34,3.85516,2020-03-29,,0,881935,FALSE,13,state,AC
Importados/Indefinidos,,4,,2020-03-29,,0,,FALSE,1,city,AL
Maceió,2704302,12,1.17769,2020-03-29,,0,1018948,FALSE,19,city,AL
Porto Real do Colégio,2707503,1,4.98355,2020-03-29,,0,20066,FALSE,5,city,AL
,27,17,0.50939,2020-03-29,,0,3337357,FALSE,19,state,AL
Anori,1300102,1,4.75964,2020-03-29,,,21010,FALSE,1,city,AM
Boca do Acre,1300706,1,2.91477,2020-03-29,,,34308,FALSE,4,city,AM
Itacoatiara,1301902,2,1.97361,2020-03-29,,,101337,FALSE,1,city,AM
Manacapuru,1302504,2,2.05387,2020-03-29,,,97377,FALSE,3,city,AM
Manaus,1302603,131,6.00157,2020-03-29,,,2182763,FALSE,13,city,AM
Parintins,1303403,2,1.75019,2020-03-29,0.5,1,114273,FALSE,7,city,AM
Santo Antônio do Içá,1303700,1,4.6292,2020-03-29,,,21602,FALSE,4,city,AM
,13,140,3.37789,2020-03-29,0.0071,1,4144597,FALSE,13,state,AM
Macapá,1600303,8,1.58942,2020-03-29,,0,503327,FALSE,10,city,AP
,16,8,0.94593,2020-03-29,,0,845731,FALSE,10,state,AP
Alagoinhas,2900702,1,0.65965,2020-03-29,,0,151596,FALSE,4,city,BA
Barreiras,2903201,1,0.64334,2020-03-29,,0,155439,FALSE,8,city,BA
Brumado,2904605,1,1.48821,2020-03-29,,0,67195,FALSE,7,city,BA
Camaçari,2905701,1,0.3343,2020-03-29,,0,299132,FALSE,10,city,BA
Canarana,2906204,1,3.82029,2020-03-29,,0,26176,FALSE,5,city,BA
Conceição do Jacuípe,2908507,1,3.01632,2020-03-29,,0,33153,FALSE,8,city,BA
Conde,2908606,1,3.87042,2020-03-29,,0,25837,FALSE,6,city,BA
Feira de Santana,2910800,9,1.46372,2020-03-29,,0,614872,FALSE,22,city,BA
Ilhéus,2913606,2,1.23208,2020-03-29,,0,162327,FALSE,5,city,BA
Importados/Indefinidos,,0,,2020-03-29,,0,,FALSE,6,city,BA
Ipiaú,2913903,0,,2020-03-29,,0,45873,FALSE,3,city,BA
Itabuna,2914802,2,0.93799,2020-03-29,,0,213223,FALSE,11,city,BA
Itagibá,2915205,1,6.85918,2020-03-29,,0,14579,FALSE,2,city,BA
Itamaraju,2915601,1,1.55072,2020-03-29,,0,64486,FALSE,1,city,BA
Itororó,2917102,1,4.90629,2020-03-29,,0,20382,FALSE,1,city,BA
Jequié,2918001,1,0.64117,2020-03-29,,0,155966,FALSE,7,city,BA
Juazeiro,2918407,2,0.92291,2020-03-29,,0,216707,FALSE,7,city,BA
Lauro de Freitas,2919207,11,5.54324,2020-03-29,,0,198440,FALSE,11,city,BA
Pojuca,2925204,1,2.53043,2020-03-29,,0,39519,FALSE,1,city,BA
Porto Seguro,2925303,10,6.72558,2020-03-29,,0,148686,FALSE,14,city,BA
Prado,2925501,3,10.64812,2020-03-29,,0,28174,FALSE,13,city,BA
Salvador,2927408,103,3.58592,2020-03-29,0.0097,1,2872347,FALSE,16,city,BA
São Domingos,2928950,1,11.03996,2020-03-29,,0,9058,FALSE,5,city,BA
Teixeira de Freitas,2931350,1,0.6231,2020-03-29,,0,160487,FALSE,6,city,BA
,29,156,1.04888,2020-03-29,0.0064,1,14873064,FALSE,22,state,BA
Aquiraz,2301000,7,8.72046,2020-03-29,,0,80271,FALSE,13,city,CE
Caucaia,2303709,1,0.2767,2020-03-29,,0,361400,FALSE,2,city,CE
Fortaleza,2304400,338,12.6623,2020-03-29,0.0148,5,2669342,FALSE,13,city,CE
Fortim,2304459,1,6.06796,2020-03-29,,0,16480,FALSE,10,city,CE
Importados/Indefinidos,,0,,2020-03-29,,0,,FALSE,11,city,CE
Itaitinga,2306256,1,2.63296,2020-03-29,,0,37980,FALSE,1,city,CE
Juazeiro do Norte,2307304,1,0.36469,2020-03-29,,0,274207,FALSE,10,city,CE
Maracanaú,2307650,1,0.43882,2020-03-29,,0,227886,FALSE,1,city,CE
Maranguape,2307700,1,0.77533,2020-03-29,,0,128978,FALSE,3,city,CE
Mauriti,2308104,1,2.08498,2020-03-29,,0,47962,FALSE,6,city,CE
Quixadá,2311306,2,2.27977,2020-03-29,,0,87728,FALSE,2,city,CE
Sobral,2312908,5,2.39309,2020-03-29,,0,208935,FALSE,11,city,CE
,23,359,3.9312,2020-03-29,0.0139,5,9132078,FALSE,14,state,CE
Brasília,5300108,298,9.88304,2020-03-29,0.0034,1,3015268,FALSE,22,city,DF
,53,298,9.88304,2020-03-29,0.0034,1,3015268,FALSE,22,state,DF
Cachoeiro de Itapemirim,3201209,1,0.47853,2020-03-29,,0,208972,FALSE,10,city,ES
Cariacica,3201308,2,0.52454,2020-03-29,,0,381285,FALSE,10,city,ES
Castelo,3201407,1,2.66425,2020-03-29,,0,37534,FALSE,4,city,ES
Guarapari,3202405,1,0.8009,2020-03-29,,0,124859,FALSE,2,city,ES
Importados/Indefinidos,,1,,2020-03-29,,0,,FALSE,6,city,ES
Itapemirim,3202801,1,2.91138,2020-03-29,,0,34348,FALSE,2,city,ES
Linhares,3203205,4,2.30474,2020-03-29,,0,173555,FALSE,11,city,ES
Santa Teresa,3204609,1,4.23908,2020-03-29,,0,23590,FALSE,7,city,ES
São Mateus,3204906,1,0.76563,2020-03-29,,,130611,FALSE,1,city,ES
São Roque do Canaã,3204955,1,8.05477,2020-03-29,,0,12415,FALSE,3,city,ES
Serra,3205002,9,1.7391,2020-03-29,,0,517510,FALSE,7,city,ES
Vila Velha,3205200,28,5.66988,2020-03-29,,0,493838,FALSE,11,city,ES
